Main;Set;Type;SampleSize;OutlierExclusion;Correlation;IndependentVariables;DV;mean;FPR;FPP
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0.1205;0.0571785714285714;0.1205
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0.076;0.048;0.076
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.113;0.0536071428571429;0.113
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.069;0.043875;0.069
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.099;0.0429285714285714;0.099
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.077;0.047125;0.077
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.1125;0.0508928571428571;0.1125
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.0825;0.0545;0.0825
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.1075;0.0469642857142857;0.1075
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.087;0.0525;0.087
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.116;0.0536785714285714;0.116
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.0695;0.046875;0.0695
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.101;0.0465714285714286;0.101
Main = TRUE;Ma;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.0775;0.0513333333333333;0.0775
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.182;0.0855;0.182
Main = TRUE;Ma;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.094;0.0415;0.094
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.3395;0.112883928571429;0.3395
Main = TRUE;Ma;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.0795;0.0505;0.0795
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.2005;0.0755;0.2005
Main = TRUE;Ma;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.0995;0.0453571428571429;0.0995
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.381;0.0995446428571429;0.381
Main = TRUE;Ma;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.074;0.0468333333333333;0.074
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.158;0.074;0.158
Main = TRUE;Ma;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.096;0.0443571428571429;0.096
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.321;0.113464285714286;0.321
Main = TRUE;Ma;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.072;0.047;0.072
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.1925;0.0685833333333333;0.1925
Main = TRUE;Ma;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.1045;0.046;0.1045
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.386;0.103196428571429;0.386
Main = TRUE;Ma;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.0815;0.0558333333333333;0.0815
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.181;0.0788333333333333;0.181
Main = TRUE;Ma;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.0975;0.0485;0.0975
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.3365;0.1183125;0.3365
Main = TRUE;Ma;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0.071;0.0455;0.071
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0.1945;0.06975;0.1945
Main = TRUE;Ma;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;0.1015;0.0485;0.1015
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;0.3745;0.109401785714286;0.3745
Main = TRUE;Ma;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0.079;0.0506666666666667;0.079
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0.1665;0.07975;0.1665
Main = TRUE;Ma;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.097;0.0455;0.097
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.327;0.116214285714286;0.327
Main = TRUE;Ma;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.0805;0.05;0.0805
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.2005;0.0735;0.2005
Main = TRUE;Ma;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.122;0.0575;0.122
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.3825;0.100098214285714;0.3825
Main = TRUE;Ma;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.0665;0.0433333333333333;0.0665
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.176;0.0780833333333333;0.176
Main = TRUE;Ma;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.0925;0.0458571428571429;0.0925
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.33;0.1175;0.33
Main = TRUE;Ma;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.0775;0.0511666666666667;0.0775
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.2;0.0754166666666667;0.2
Main = TRUE;Ma;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0.1075;0.0483571428571429;0.1075
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0.3535;0.0915089285714286;0.3535
Main = TRUE;Ma;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0.079;0.0486666666666667;0.079
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0.172;0.07675;0.172
Main = TRUE;Ma;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.0935;0.0451428571428571;0.0935
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.314;0.115991071428571;0.314
Main = TRUE;Ma;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.075;0.0473333333333333;0.075
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.1985;0.0715;0.1985
Main = TRUE;Ma;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.1175;0.0538571428571429;0.1175
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.377;0.104910714285714;0.377
Main = TRUE;Ma;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.077;0.0513333333333333;0.077
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.1655;0.0758333333333333;0.1655
Main = TRUE;Ma;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.095;0.045;0.095
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.3215;0.114383928571429;0.3215
Main = TRUE;Ma;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.074;0.0491666666666667;0.074
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.2035;0.0724166666666667;0.2035
Main = TRUE;Ma;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.1015;0.0485714285714286;0.1015
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.3455;0.0952589285714286;0.3455
Main = TRUE;Ma;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.07;0.045;0.07
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.158;0.0719166666666667;0.158
Main = TRUE;Ma;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.0975;0.0455714285714286;0.0975
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.319;0.115714285714286;0.319
Main = TRUE;Ma;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.073;0.0476666666666667;0.073
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.2165;0.0778333333333333;0.2165
Main = TRUE;Ma;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.105;0.0501428571428571;0.105
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.3755;0.102196428571429;0.3755
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.1;1;1;0.346;0.0778666666666667;0.346
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.1;1;1;0.388;0.100786666666667;0.388
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.1;2;1;0.457;0.0951928571428571;0.457
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.1;2;1;0.53;0.128020634920635;0.53
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.1;1;1;0.4355;0.125866666666667;0.4355
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.1;1;1;0.558;0.135966666666667;0.558
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.1;2;1;0.601;0.146257142857143;0.601
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.1;2;1;0.7165;0.163455555555556;0.7165
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.1;1;1;0.4295;0.11675;0.4295
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.1;1;1;0.5415;0.13504;0.5415
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.1;2;1;0.6055;0.144764285714286;0.6055
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.1;2;1;0.7175;0.173115873015873;0.7175
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.1;1;1;0.339;0.0728666666666667;0.339
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.1;1;1;0.365;0.08296;0.365
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.1;2;1;0.458;0.08385;0.458
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.1;2;1;0.5245;0.106738095238095;0.5245
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.1;1;1;0.3275;0.0790666666666667;0.3275
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.1;1;1;0.3635;0.0956466666666667;0.3635
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.1;2;1;0.453;0.0942642857142857;0.453
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.1;2;1;0.521;0.119944444444444;0.521
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.1;1;1;0.5175;0.149166666666667;0.5175
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.1;1;1;0.6095;0.14788;0.6095
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.1;2;1;0.66;0.179692857142857;0.66
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.1;2;1;0.7665;0.188365079365079;0.7665
Main = FALSE;HCI;h1=Normal, Co=Binary;200;TRUE;0.1;1;1;0.497;0.136383333333333;0.497
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.1;1;1;0.601;0.155986666666667;0.601
Main = FALSE;HCI;h1=Normal, Co=Binary;200;TRUE;0.1;2;1;0.6495;0.160864285714286;0.6495
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.1;2;1;0.7595;0.187946031746032;0.7595
Main = FALSE;HCI;h1=Binary, Co=Normal;200;TRUE;0.1;1;1;0.3365;0.0779333333333333;0.3365
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.1;1;1;0.3835;0.0899266666666667;0.3835
Main = FALSE;HCI;h1=Binary, Co=Normal;200;TRUE;0.1;2;1;0.4605;0.0840571428571428;0.4605
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.1;2;1;0.5285;0.106231746031746;0.5285
Main = FALSE;HCI;h1=Normal, Co=Normal;250;TRUE;0.1;1;1;0.3345;0.0814;0.3345
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.1;1;1;0.362;0.0990266666666667;0.362
Main = FALSE;HCI;h1=Normal, Co=Normal;250;TRUE;0.1;2;1;0.423;0.0854;0.423
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.1;2;1;0.52;0.124138095238095;0.52
Main = FALSE;HCI;h1=Binary, Co=Binary;250;TRUE;0.1;1;1;0.5695;0.167183333333333;0.5695
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.1;1;1;0.652;0.165493333333333;0.652
Main = FALSE;HCI;h1=Binary, Co=Binary;250;TRUE;0.1;2;1;0.728;0.195178571428571;0.728
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.1;2;1;0.8025;0.207574603174603;0.8025
Main = FALSE;HCI;h1=Normal, Co=Binary;250;TRUE;0.1;1;1;0.5495;0.157066666666667;0.5495
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.1;1;1;0.6165;0.156653333333333;0.6165
Main = FALSE;HCI;h1=Normal, Co=Binary;250;TRUE;0.1;2;1;0.674;0.167164285714286;0.674
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.1;2;1;0.7835;0.196812698412698;0.7835
Main = FALSE;HCI;h1=Binary, Co=Normal;250;TRUE;0.1;1;1;0.33;0.0697333333333333;0.33
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.1;1;1;0.354;0.0816733333333333;0.354
Main = FALSE;HCI;h1=Binary, Co=Normal;250;TRUE;0.1;2;1;0.4675;0.0832071428571429;0.4675
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.1;2;1;0.5305;0.107555555555556;0.5305
Main = FALSE;HCI;h1=Normal, Co=Normal;300;TRUE;0.1;1;1;0.322;0.0804333333333334;0.322
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.1;1;1;0.3785;0.10178;0.3785
Main = FALSE;HCI;h1=Normal, Co=Normal;300;TRUE;0.1;2;1;0.432;0.0882;0.432
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.1;2;1;0.519;0.119490476190476;0.519
Main = FALSE;HCI;h1=Binary, Co=Binary;300;TRUE;0.1;1;1;0.5945;0.183316666666667;0.5945
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.1;1;1;0.6915;0.171566666666667;0.6915
Main = FALSE;HCI;h1=Binary, Co=Binary;300;TRUE;0.1;2;1;0.7375;0.213664285714286;0.7375
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.1;2;1;0.856;0.233065079365079;0.856
Main = FALSE;HCI;h1=Normal, Co=Binary;300;TRUE;0.1;1;1;0.5705;0.169583333333333;0.5705
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.1;1;1;0.669;0.175913333333333;0.669
Main = FALSE;HCI;h1=Normal, Co=Binary;300;TRUE;0.1;2;1;0.7555;0.197157142857143;0.7555
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.1;2;1;0.803;0.211320634920635;0.803
Main = FALSE;HCI;h1=Binary, Co=Normal;300;TRUE;0.1;1;1;0.347;0.0712333333333333;0.347
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.1;1;1;0.3575;0.0796066666666667;0.3575
Main = FALSE;HCI;h1=Binary, Co=Normal;300;TRUE;0.1;2;1;0.4505;0.0815785714285714;0.4505
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.1;2;1;0.5375;0.109873015873016;0.5375
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.2;1;1;0.361;0.0866333333333333;0.361
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.2;1;1;0.4345;0.10256;0.4345
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.2;2;1;0.4855;0.0945928571428571;0.4855
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.2;2;1;0.6125;0.12212380952381;0.6125
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.2;1;1;0.798;0.272666666666667;0.798
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.2;1;1;0.8555;0.255206666666667;0.8555
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.2;2;1;0.9255;0.317935714285714;0.9255
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.2;2;1;0.958;0.334390476190476;0.958
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.2;1;1;0.78;0.251116666666667;0.78
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.2;1;1;0.855;0.246893333333333;0.855
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.2;2;1;0.9055;0.279307142857143;0.9055
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.2;2;1;0.955;0.311950793650794;0.955
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.2;1;1;0.3415;0.0710166666666667;0.3415
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.2;1;1;0.4015;0.0841733333333333;0.4015
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.2;2;1;0.4765;0.0848071428571429;0.4765
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.2;2;1;0.586;0.104425396825397;0.586
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.2;1;1;0.3415;0.0845;0.3415
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.2;1;1;0.4455;0.10414;0.4455
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.2;2;1;0.4685;0.0949928571428571;0.4685
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.2;2;1;0.594;0.122680952380952;0.594
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.2;1;1;0.8695;0.322083333333333;0.8695
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.2;1;1;0.909;0.300826666666667;0.909
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.2;2;1;0.962;0.359414285714286;0.962
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.2;2;1;0.985;0.395331746031746;0.985
Main = FALSE;HCI;h1=Normal, Co=Binary;200;TRUE;0.2;1;1;0.8515;0.289283333333333;0.8515
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.2;1;1;0.897;0.281986666666667;0.897
Main = FALSE;HCI;h1=Normal, Co=Binary;200;TRUE;0.2;2;1;0.9565;0.333742857142857;0.9565
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.2;2;1;0.982;0.368707936507936;0.982
Main = FALSE;HCI;h1=Binary, Co=Normal;200;TRUE;0.2;1;1;0.3595;0.0768333333333333;0.3595
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.2;1;1;0.427;0.08412;0.427
Main = FALSE;HCI;h1=Binary, Co=Normal;200;TRUE;0.2;2;1;0.482;0.0807642857142857;0.482
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.2;2;1;0.589;0.104625396825397;0.589
Main = FALSE;HCI;h1=Normal, Co=Normal;250;TRUE;0.2;1;1;0.358;0.0858166666666667;0.358
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.2;1;1;0.4435;0.1111;0.4435
Main = FALSE;HCI;h1=Normal, Co=Normal;250;TRUE;0.2;2;1;0.4585;0.0926571428571429;0.4585
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.2;2;1;0.594;0.112687301587302;0.594
Main = FALSE;HCI;h1=Binary, Co=Binary;250;TRUE;0.2;1;1;0.9345;0.375983333333333;0.9345
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.2;1;1;0.954;0.341526666666667;0.954
Main = FALSE;HCI;h1=Binary, Co=Binary;250;TRUE;0.2;2;1;0.9875;0.408064285714286;0.9875
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.2;2;1;0.996;0.445888888888889;0.996
Main = FALSE;HCI;h1=Normal, Co=Binary;250;TRUE;0.2;1;1;0.9215;0.34025;0.9215
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.2;1;1;0.949;0.325666666666667;0.949
Main = FALSE;HCI;h1=Normal, Co=Binary;250;TRUE;0.2;2;1;0.9795;0.377064285714286;0.9795
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.2;2;1;0.99;0.408679365079365;0.99
Main = FALSE;HCI;h1=Binary, Co=Normal;250;TRUE;0.2;1;1;0.335;0.0695166666666667;0.335
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.2;1;1;0.4315;0.0924333333333333;0.4315
Main = FALSE;HCI;h1=Binary, Co=Normal;250;TRUE;0.2;2;1;0.48;0.0803642857142857;0.48
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.2;2;1;0.5845;0.103550793650794;0.5845
Main = FALSE;HCI;h1=Normal, Co=Normal;300;TRUE;0.2;1;1;0.3545;0.07915;0.3545
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.2;1;1;0.4205;0.104286666666667;0.4205
Main = FALSE;HCI;h1=Normal, Co=Normal;300;TRUE;0.2;2;1;0.4625;0.0929;0.4625
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.2;2;1;0.6005;0.118660317460317;0.6005
Main = FALSE;HCI;h1=Binary, Co=Binary;300;TRUE;0.2;1;1;0.9555;0.40015;0.9555
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.2;1;1;0.9785;0.378313333333333;0.9785
Main = FALSE;HCI;h1=Binary, Co=Binary;300;TRUE;0.2;2;1;0.994;0.431207142857143;0.994
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.2;2;1;0.9985;0.487546031746032;0.9985
Main = FALSE;HCI;h1=Normal, Co=Binary;300;TRUE;0.2;1;1;0.953;0.3746;0.953
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.2;1;1;0.973;0.3566;0.973
Main = FALSE;HCI;h1=Normal, Co=Binary;300;TRUE;0.2;2;1;0.9875;0.407914285714286;0.9875
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.2;2;1;0.996;0.452101587301587;0.996
Main = FALSE;HCI;h1=Binary, Co=Normal;300;TRUE;0.2;1;1;0.3415;0.0693833333333333;0.3415
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.2;1;1;0.4105;0.0826733333333333;0.4105
Main = FALSE;HCI;h1=Binary, Co=Normal;300;TRUE;0.2;2;1;0.466;0.0766571428571429;0.466
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.2;2;1;0.6095;0.105012698412698;0.6095
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.3;1;1;0.3855;0.0846333333333334;0.3855
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.3;1;1;0.4895;0.105253333333333;0.4895
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.3;2;1;0.52;0.0945714285714286;0.52
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.3;2;1;0.707;0.1273;0.707
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.3;1;1;0.967;0.420016666666667;0.967
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.3;1;1;0.991;0.406526666666667;0.991
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.3;2;1;0.998;0.458078571428572;0.998
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.3;2;1;0.9995;0.523285714285714;0.9995
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.3;1;1;0.968;0.397366666666667;0.968
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.3;1;1;0.9845;0.38758;0.9845
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.3;2;1;0.995;0.424328571428571;0.995
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.3;2;1;0.9995;0.494657142857143;0.9995
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.3;1;1;0.361;0.0730666666666667;0.361
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.3;1;1;0.4655;0.0864133333333333;0.4655
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.3;2;1;0.4695;0.0792357142857143;0.4695
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.3;2;1;0.6785;0.106187301587302;0.6785
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.3;1;1;0.3845;0.0849833333333333;0.3845
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.3;1;1;0.5055;0.106846666666667;0.5055
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.3;2;1;0.533;0.0969642857142857;0.533
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.3;2;1;0.724;0.134174603174603;0.724
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.3;1;1;0.997;0.470366666666667;0.997
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.3;1;1;0.999;0.450266666666667;0.999
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.3;2;1;1;0.486235714285714;1
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.3;2;1;1;0.573030158730159;1
Main = FALSE;HCI;h1=Normal, Co=Binary;200;TRUE;0.3;1;1;0.993;0.444966666666667;0.993
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.3;1;1;0.9965;0.432973333333333;0.9965
