Main;Set;Type;SampleSize;OutlierExclusion;Correlation;IndependentVariables;DV;mean;FPR;FPP
Main = FALSE;Ma;h1=Binary, Co=Binary;200;FALSE;0.2;2;1;0.0805;0.0527142857142857;0.0805
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.2;2;1;0.9585;0.224131428571429;0.9585
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.2;2;1;0.9395;0.309026785714286;0.9395
Main = FALSE;Ma;h1=Normal, Co=Binary;200;FALSE;0.2;1;1;0.065;0.0476666666666667;0.065
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.2;1;1;0.8385;0.241333333333333;0.8385
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.2;1;1;0.796;0.3365;0.796
Main = FALSE;Ma;h1=Normal, Co=Binary;200;FALSE;0.2;2;1;0.0905;0.056;0.0905
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.2;2;1;0.965;0.406708571428571;0.965
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.2;2;1;0.932;0.600455357142857;0.932
Main = FALSE;Ma;h1=Binary, Co=Normal;200;FALSE;0.2;1;1;0.063;0.0483333333333333;0.063
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.2;1;1;0.2335;0.0860416666666667;0.2335
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.2;1;1;0.1905;0.0678333333333333;0.1905
Main = FALSE;Ma;h1=Binary, Co=Normal;200;FALSE;0.2;2;1;0.0915;0.0579285714285714;0.0915
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.2;2;1;0.437;0.111691428571429;0.437
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.2;2;1;0.3525;0.108589285714286;0.3525
Main = FALSE;Ma;h1=Normal, Co=Normal;250;FALSE;0.2;1;1;0.0705;0.054;0.0705
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.2;1;1;0.231;0.1035;0.231
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.2;1;1;0.1985;0.0921666666666667;0.1985
Main = FALSE;Ma;h1=Normal, Co=Normal;250;FALSE;0.2;2;1;0.083;0.0482142857142857;0.083
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.2;2;1;0.4055;0.130131428571429;0.4055
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.2;2;1;0.282;0.125830357142857;0.282
Main = FALSE;Ma;h1=Binary, Co=Binary;250;FALSE;0.2;1;1;0.0575;0.0413333333333333;0.0575
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.2;1;1;0.5565;0.154291666666667;0.5565
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.2;1;1;0.4115;0.140833333333333;0.4115
Main = FALSE;Ma;h1=Binary, Co=Binary;250;FALSE;0.2;2;1;0.078;0.0482857142857143;0.078
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.2;2;1;0.9855;0.261534285714286;0.9855
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.2;2;1;0.968;0.347214285714286;0.968
Main = FALSE;Ma;h1=Normal, Co=Binary;250;FALSE;0.2;1;1;0.0635;0.0495;0.0635
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.2;1;1;0.88;0.267666666666667;0.88
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.2;1;1;0.873;0.381;0.873
Main = FALSE;Ma;h1=Normal, Co=Binary;250;FALSE;0.2;2;1;0.09;0.0560714285714286;0.09
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.2;2;1;0.982;0.466944285714286;0.982
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.2;2;1;0.9655;0.672848214285714;0.9655
Main = FALSE;Ma;h1=Binary, Co=Normal;250;FALSE;0.2;1;1;0.0615;0.0451666666666667;0.0615
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.2;1;1;0.2145;0.0805416666666667;0.2145
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.2;1;1;0.198;0.07375;0.198
Main = FALSE;Ma;h1=Binary, Co=Normal;250;FALSE;0.2;2;1;0.077;0.0467857142857143;0.077
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.2;2;1;0.408;0.118468571428571;0.408
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.2;2;1;0.3535;0.106178571428571;0.3535
Main = FALSE;Ma;h1=Normal, Co=Normal;300;FALSE;0.2;1;1;0.066;0.0495;0.066
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.2;1;1;0.2235;0.0968333333333333;0.2235
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.2;1;1;0.1935;0.0878333333333333;0.1935
Main = FALSE;Ma;h1=Normal, Co=Normal;300;FALSE;0.2;2;1;0.083;0.0505714285714286;0.083
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.2;2;1;0.3945;0.132995714285714;0.3945
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.2;2;1;0.285;0.119553571428571;0.285
Main = FALSE;Ma;h1=Binary, Co=Binary;300;FALSE;0.2;1;1;0.0695;0.054;0.0695
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.2;1;1;0.613;0.168;0.613
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.2;1;1;0.444;0.156166666666667;0.444
Main = FALSE;Ma;h1=Binary, Co=Binary;300;FALSE;0.2;2;1;0.0745;0.0455714285714286;0.0745
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.2;2;1;0.996;0.2779;0.996
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.2;2;1;0.9865;0.374892857142857;0.9865
Main = FALSE;Ma;h1=Normal, Co=Binary;300;FALSE;0.2;1;1;0.068;0.049;0.068
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.2;1;1;0.9365;0.303291666666667;0.9365
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.2;1;1;0.9215;0.408;0.9215
Main = FALSE;Ma;h1=Normal, Co=Binary;300;FALSE;0.2;2;1;0.0845;0.0504285714285714;0.0845
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.2;2;1;0.995;0.506167142857143;0.995
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.2;2;1;0.9845;0.734392857142857;0.9845
Main = FALSE;Ma;h1=Binary, Co=Normal;300;FALSE;0.2;1;1;0.0575;0.046;0.0575
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.2;1;1;0.218;0.081375;0.218
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.2;1;1;0.199;0.0741666666666667;0.199
Main = FALSE;Ma;h1=Binary, Co=Normal;300;FALSE;0.2;2;1;0.0835;0.0515714285714286;0.0835
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.2;2;1;0.4085;0.11818;0.4085
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.2;2;1;0.3545;0.107241071428571;0.3545
Main = FALSE;CCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.081;0.049625;0.081
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.0835;0.0492857142857143;0.0835
Main = FALSE;CCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.112;0.0516428571428571;0.112
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.1215;0.0499444444444444;0.1215
Main = FALSE;CCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.0805;0.047875;0.0805
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.0925;0.0585714285714286;0.0925
Main = FALSE;CCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.118;0.0512142857142857;0.118
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.1315;0.050468253968254;0.1315
Main = FALSE;CCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.0745;0.0475;0.0745
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.09;0.0512142857142857;0.09
Main = FALSE;CCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.1005;0.0421071428571429;0.1005
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.1215;0.0463333333333333;0.1215
Main = FALSE;CCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.0765;0.045625;0.0765
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.0855;0.0548571428571429;0.0855
Main = FALSE;CCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.128;0.0591785714285714;0.128
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.125;0.0533650793650794;0.125
Main = FALSE;CCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.0815;0.052125;0.0815
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.0835;0.0499285714285714;0.0835
Main = FALSE;CCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.1035;0.0445714285714286;0.1035
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.1185;0.0500873015873016;0.1185
Main = FALSE;CCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0.076;0.046;0.076
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0.081;0.0448571428571429;0.081
Main = FALSE;CCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;0.1215;0.0539285714285714;0.1215
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;0.1295;0.0505079365079365;0.1295
Main = FALSE;CCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0.0895;0.0535;0.0895
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0.0815;0.0489285714285714;0.0815
Main = FALSE;CCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.102;0.0437142857142857;0.102
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.1195;0.0499126984126984;0.1195
Main = FALSE;CCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.087;0.055;0.087
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.0995;0.0589285714285714;0.0995
Main = FALSE;CCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.118;0.0482142857142857;0.118
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.128;0.0530476190476191;0.128
Main = FALSE;CCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.073;0.043375;0.073
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.085;0.0497142857142857;0.085
Main = FALSE;CCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.0985;0.0520714285714286;0.0985
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.1165;0.046047619047619;0.1165
Main = FALSE;CCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.069;0.045125;0.069
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.077;0.0455;0.077
Main = FALSE;CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0.1325;0.0535714285714286;0.1325
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0.1265;0.0490238095238095;0.1265
Main = FALSE;CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0.098;0.0585;0.098
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0.093;0.0535714285714286;0.093
Main = FALSE;CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.107;0.0477857142857143;0.107
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.124;0.0529047619047619;0.124
Main = FALSE;CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.0715;0.04475;0.0715
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.0855;0.0520714285714286;0.0855
Main = FALSE;CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.123;0.05325;0.123
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.1305;0.0488333333333333;0.1305
Main = FALSE;CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.0815;0.047625;0.0815
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.0875;0.0504285714285714;0.0875
Main = FALSE;CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.1005;0.0449642857142857;0.1005
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.1105;0.045484126984127;0.1105
Main = FALSE;CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.0795;0.048625;0.0795
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.079;0.0453571428571429;0.079
Main = FALSE;CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.108;0.048;0.108
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.12;0.0446031746031746;0.12
Main = FALSE;CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.0775;0.046125;0.0775
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.0765;0.0446428571428571;0.0765
Main = FALSE;CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.1095;0.0501428571428571;0.1095
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.11;0.0469761904761905;0.11
Main = FALSE;CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.0955;0.05825;0.0955
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.0825;0.043;0.0825
Main = FALSE;CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.1125;0.0444642857142857;0.1125
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.1255;0.051468253968254;0.1255
Main = FALSE;Ma;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.073;0.047;0.073
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.261;0.0972083333333333;0.261
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.2265;0.0976666666666667;0.2265
Main = FALSE;Ma;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.1115;0.0597857142857143;0.1115
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.5435;0.145014285714286;0.5435
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.348;0.1410625;0.348
Main = FALSE;Ma;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.073;0.05;0.073
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.6755;0.190291666666667;0.6755
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.486;0.165166666666667;0.486
Main = FALSE;Ma;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.1035;0.0492142857142857;0.1035
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.999;0.30461;0.999
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.991;0.431348214285714;0.991
Main = FALSE;Ma;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.082;0.056;0.082
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.9585;0.320666666666667;0.9585
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.939;0.4275;0.939
Main = FALSE;Ma;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.103;0.0494285714285714;0.103
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.996;0.54625;0.996
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.9955;0.760866071428572;0.9955
Main = FALSE;Ma;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.077;0.0511666666666667;0.077
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.2215;0.0780833333333333;0.2215
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.2065;0.0735;0.2065
Main = FALSE;Ma;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.1035;0.0492142857142857;0.1035
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.5215;0.120541428571429;0.5215
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.4155;0.111107142857143;0.4155
Main = FALSE;Ma;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.084;0.058;0.084
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.2845;0.110083333333333;0.2845
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.2275;0.0970833333333333;0.2275
Main = FALSE;Ma;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.096;0.0468571428571429;0.096
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.5125;0.141057142857143;0.5125
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.347;0.143080357142857;0.347
Main = FALSE;Ma;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0.0865;0.0555;0.0865
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0.763;0.213416666666667;0.763
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0.5475;0.1925;0.5475
Main = FALSE;Ma;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;0.0985;0.0467142857142857;0.0985
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;1;0.35664;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;1;0.482258928571429;1
Main = FALSE;Ma;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0.083;0.0548333333333333;0.083
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0.9895;0.352708333333333;0.9895
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0.987;0.477;0.987
Main = FALSE;Ma;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.1075;0.055;0.1075
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;1;0.599698571428571;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.999;0.824348214285714;0.999
Main = FALSE;Ma;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.0815;0.0536666666666667;0.0815
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.2585;0.08575;0.2585
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.2155;0.0775;0.2155
Main = FALSE;Ma;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.1155;0.0554285714285714;0.1155
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.4805;0.114684285714286;0.4805
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.4005;0.106455357142857;0.4005
Main = FALSE;Ma;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.085;0.0575;0.085
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.2735;0.100958333333333;0.2735
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.217;0.094;0.217
Main = FALSE;Ma;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.1055;0.0495714285714286;0.1055
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.525;0.149872857142857;0.525
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.3275;0.134258928571429;0.3275
Main = FALSE;Ma;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.0775;0.0511666666666667;0.0775
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.8455;0.244208333333333;0.8455
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.6445;0.22775;0.6445
Main = FALSE;Ma;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0.0985;0.0440714285714286;0.0985
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;1;0.385697142857143;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;1;0.535866071428572;1
Main = FALSE;Ma;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0.0705;0.0445;0.0705
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0.9995;0.376333333333333;0.9995
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0.9955;0.495416666666667;0.9955
Main = FALSE;Ma;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.1015;0.0485;0.1015
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;1;0.62145;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;1;0.851625;1
Main = FALSE;Ma;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.079;0.0531666666666667;0.079
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.2615;0.091625;0.2615
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.219;0.08;0.219
Main = FALSE;Ma;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.1195;0.0547142857142857;0.1195
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.476;0.110461428571429;0.476
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.3935;0.103464285714286;0.3935
Main = FALSE;Ma;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.08;0.0528333333333333;0.08
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.268;0.105208333333333;0.268
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.214;0.09375;0.214
Main = FALSE;Ma;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.1025;0.0495714285714286;0.1025
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.502;0.144517142857143;0.502
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.318;0.138919642857143;0.318
Main = FALSE;Ma;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.074;0.0453333333333333;0.074
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.8885;0.270041666666667;0.8885
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.708;0.25925;0.708
Main = FALSE;Ma;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.1125;0.056;0.1125
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;1;0.426548571428571;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;1;0.563383928571429;1
Main = FALSE;Ma;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.0735;0.0456666666666667;0.0735
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.9995;0.38925;0.9995
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.9995;0.506;0.9995
Main = FALSE;Ma;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.108;0.0523571428571429;0.108
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;1;0.635878571428571;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;1;0.864419642857143;1
Main = FALSE;Ma;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.074;0.0471666666666667;0.074
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.241;0.0887916666666667;0.241
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.205;0.0731666666666667;0.205
Main = FALSE;Ma;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.099;0.0455;0.099
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.493;0.113501428571429;0.493
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.3985;0.1090625;0.3985
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.1;1;2;0.693;0.076725;0.693
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.1;2;2;0.8425;0.0898285714285714;0.8425
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.1;1;2;0.661;0.0740916666666667;0.661
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.1;2;2;0.8085;0.0831428571428572;0.8085
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.1;1;2;0.656;0.0864416666666667;0.656
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.1;2;2;0.792;0.0881214285714286;0.792
