Main;Set;Type;SampleSize;OutlierExclusion;Correlation;IndependentVariables;DV;mean;FPR;Pr
Main = FALSE;CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.25;0.125;0.25
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0;0;0
Main = FALSE;CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = FALSE;CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.25;0.0625;0.25
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.25;0.178571428571429;0.25
Main = FALSE;CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.25;0.214285714285714;0.25
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.5;0.186507936507937;0.5
Main = FALSE;CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.25;0.25;0.25
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.25;0.142857142857143;0.25
Main = FALSE;CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.25;0.196428571428571;0.25
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.75;0.265873015873016;0.75
Main = FALSE;CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0;0;0
Main = FALSE;CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.25;0.25;0.25
Main = FALSE;CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.25;0.0714285714285714;0.25
Main = FALSE;CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.25;0.25;0.25
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.25;0.00793650793650794;0.25
Main = FALSE;Ma;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.25;0.166666666666667;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.5;0.104166666666667;0.5
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = FALSE;Ma;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.5;0.0992857142857143;0.5
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.25;0.125;0.25
Main = FALSE;Ma;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.5;0.229166666666667;0.5
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = FALSE;Ma;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.5;0.255;0.5
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.25;0.111607142857143;0.25
Main = FALSE;Ma;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.5;0.125;0.5
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = FALSE;Ma;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.25;0.107142857142857;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;1;0.547142857142857;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;1;0.267857142857143;1
Main = FALSE;Ma;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;1;0.291666666666667;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.75;0.333333333333333;0.75
Main = FALSE;Ma;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.25;0.0714285714285714;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;1;0.595;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;1;0.816964285714286;1
Main = FALSE;Ma;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;1;0.25;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0.5;0.125;0.5
Main = FALSE;Ma;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;0.5;0.178571428571429;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;1;0.442142857142857;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;1;0.34375;1
Main = FALSE;Ma;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.5;0.164285714285714;0.5
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.25;0.129464285714286;0.25
Main = FALSE;Ma;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0.5;0.333333333333333;0.5
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;1;0.291666666666667;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;1;0.5;1
Main = FALSE;Ma;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.25;0.107142857142857;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;1;0.592857142857143;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;1;0.776785714285714;1
Main = FALSE;Ma;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.25;0.166666666666667;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0;0;0
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.5;0.0833333333333333;0.5
Main = FALSE;Ma;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.25;0.0207142857142857;0.25
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.25;0.0223214285714286;0.25
Main = FALSE;Ma;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.25;0.166666666666667;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0;0;0
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.75;0.375;0.75
Main = FALSE;Ma;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.25;0.142857142857143;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.5;0.065;0.5
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.25;0.25;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.75;0.229166666666667;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.5;0.25;0.5
Main = FALSE;Ma;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;1;0.529285714285714;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;1;0.535714285714286;1
Main = FALSE;Ma;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;1;0.395833333333333;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;1;0.5;1
Main = FALSE;Ma;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.25;0.25;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;1;0.57;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;1;0.875;1
Main = FALSE;Ma;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.25;0.166666666666667;0.25
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.5;0.5;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.75;0.281428571428572;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0.25;0.0714285714285714;0.25
Main = FALSE;Ma;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.25;0.25;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.25;0.166666666666667;0.25
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.25;0.107142857142857;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0;0;0
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;1;0.375;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.75;0.25;0.75
Main = FALSE;Ma;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;1;0.49;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;1;0.450892857142857;1
Main = FALSE;Ma;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;1;0.333333333333333;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;1;0.541666666666667;1
Main = FALSE;Ma;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.25;0.25;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;1;0.65;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;1;0.888392857142857;1
Main = FALSE;Ma;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.5;0.3125;0.5
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = FALSE;Ma;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.75;0.228571428571429;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.5;0.299107142857143;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.1;1;2;1;0.0583333333333333;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.1;2;2;0.75;0.0419642857142857;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.1;1;2;0.5;0.0770833333333333;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.1;2;2;1;0.221428571428571;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.1;1;2;0.75;0.227083333333333;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.1;2;2;1;0.330357142857143;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.1;1;2;0.75;0.05625;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.1;2;2;1;0.0660714285714286;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.1;1;2;0.5;0.0229166666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.1;2;2;0.75;0.0473214285714286;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.1;1;2;1;0.0729166666666667;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.1;2;2;0.75;0.101785714285714;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.1;1;2;0.75;0.0895833333333333;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.1;2;2;1;0.101785714285714;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.1;1;2;0.75;0.05625;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.1;2;2;1;0.0910714285714286;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.1;1;2;0.5;0.0791666666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.1;2;2;1;0.0955357142857143;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.1;1;2;0.25;0.04375;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.1;2;2;0.75;0.119642857142857;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.1;1;2;0.5;0.0479166666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.1;2;2;0.75;0.0589285714285714;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.1;1;2;0.75;0.0458333333333333;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.1;2;2;0.25;0.0107142857142857;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.1;1;2;0.75;0.0770833333333333;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.1;2;2;1;0.148214285714286;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.1;1;2;0.75;0.204166666666667;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.1;2;2;0.75;0.0964285714285714;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.1;1;2;1;0.304166666666667;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.1;2;2;0.75;0.0339285714285714;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.1;1;2;1;0.0520833333333333;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.1;2;2;0.75;0.0482142857142857;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.2;1;2;0.5;0.110416666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.2;2;2;0.75;0.0883928571428572;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.2;1;2;0.5;0.0770833333333333;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.2;2;2;1;0.109821428571429;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.2;1;2;0.5;0.0895833333333333;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.2;2;2;1;0.0901785714285714;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.2;1;2;0.75;0.09375;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.2;2;2;0.75;0.147321428571429;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.2;1;2;0.75;0.00833333333333333;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.2;2;2;1;0.304464285714286;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.2;1;2;0.5;0.0875;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.2;2;2;0.5;0.0151785714285714;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.2;1;2;0.75;0.0583333333333333;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.2;2;2;1;0.0482142857142857;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.2;1;2;1;0.110416666666667;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.2;2;2;1;0.0375;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.2;1;2;0.75;0.0479166666666667;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.2;2;2;1;0.0464285714285714;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.2;1;2;0.5;0.0229166666666667;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.2;2;2;1;0.0535714285714286;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.2;1;2;0.5;0.0979166666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.2;2;2;1;0.220535714285714;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.2;1;2;0.75;0.09375;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.2;2;2;1;0.0669642857142857;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.2;1;2;0.75;0.0833333333333333;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.2;2;2;1;0.0875;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.2;1;2;0.5;0.0333333333333333;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.2;2;2;0.75;0.08125;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.2;1;2;0.5;0.122916666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.2;2;2;0.75;0.0901785714285714;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.2;1;2;0.5;0.0875;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.2;2;2;1;0.0607142857142857;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.3;1;2;1;0.2125;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.3;2;2;1;0.119642857142857;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.3;1;2;0.5;0.154166666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.3;2;2;0.75;0.127678571428571;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.3;1;2;1;0.2625;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.3;2;2;0.75;0.0446428571428571;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.3;1;2;0.5;0.0229166666666667;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.3;2;2;0.75;0.0285714285714286;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.3;1;2;1;0.204166666666667;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.3;2;2;1;0.0848214285714286;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.3;1;2;0.5;0.0395833333333333;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.3;2;2;0.75;0.101785714285714;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.3;1;2;0.75;0.120833333333333;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.3;2;2;1;0.113392857142857;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.3;1;2;0.5;0.0604166666666667;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.3;2;2;1;0.0928571428571429;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.3;1;2;1;0.11875;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.3;2;2;1;0.0982142857142857;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.3;1;2;0.75;0.0666666666666667;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.3;2;2;1;0.08125;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.3;1;2;1;0.0854166666666667;1
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.3;2;2;1;0.151785714285714;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.3;1;2;0.75;0.0604166666666667;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.3;2;2;0.75;0.0446428571428571;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.3;1;2;0.25;0.075;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.3;2;2;1;0.05625;1
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.3;1;2;0.75;0.0270833333333333;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.3;2;2;0.5;0.0723214285714286;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.3;1;2;0.5;0.0479166666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.3;2;2;0.75;0.0642857142857143;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.3;1;2;0.75;0.0333333333333333;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.3;2;2;0.75;0.00446428571428571;0.75
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;150;TRUE;0.1;1;2;0.5;0.09375;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;150;TRUE;0.1;2;2;0.5;0.0419642857142857;0.5
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;150;TRUE;0.1;1;2;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;150;TRUE;0.1;2;2;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;150;TRUE;0.1;1;2;0.25;0.04375;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;150;TRUE;0.1;2;2;0.25;0.0125;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;150;TRUE;0.1;1;2;0.25;0.009375;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;150;TRUE;0.1;2;2;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;200;TRUE;0.1;1;2;0.5;0.06875;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;200;TRUE;0.1;2;2;0.5;0.025;0.5
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;200;TRUE;0.1;1;2;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;200;TRUE;0.1;2;2;0.5;0.197321428571429;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;200;TRUE;0.1;1;2;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;200;TRUE;0.1;2;2;0.75;0.175892857142857;0.75
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;200;TRUE;0.1;1;2;0.75;0.08125;0.75
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;200;TRUE;0.1;2;2;0.5;0.0223214285714286;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;250;TRUE;0.1;1;2;0.75;0.053125;0.75
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;250;TRUE;0.1;2;2;0.5;0.0964285714285714;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;250;TRUE;0.1;1;2;0.5;0.034375;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;250;TRUE;0.1;2;2;0.5;0.0205357142857143;0.5
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;250;TRUE;0.1;1;2;0.25;0.05625;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;250;TRUE;0.1;2;2;0.25;0.00535714285714286;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;250;TRUE;0.1;1;2;0.75;0.10625;0.75
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;250;TRUE;0.1;2;2;0.5;0.0821428571428571;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;300;TRUE;0.1;1;2;0.25;0.0375;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;300;TRUE;0.1;2;2;0.25;0.0285714285714286;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;300;TRUE;0.1;1;2;0.5;0.153125;0.5
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;300;TRUE;0.1;2;2;0.5;0.0348214285714286;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;300;TRUE;0.1;1;2;0.25;0.065625;0.25
