Main;Set;Type;SampleSize;OutlierExclusion;Correlation;IndependentVariables;DV;mean;FPR;Pr
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma;h1=Normal, Co=Binary;200;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Normal;200;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.2;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;200;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.2;2;1;0.5;0.1875;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;200;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Binary;200;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.2;2;1;0.25;0.125;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;250;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.2;1;1;0.25;0.25;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;250;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.2;2;1;0.25;0.241071428571429;0.25
Main = TRUE;Ma;h1=Normal, Co=Binary;250;FALSE;0.2;1;1;0.25;0.166666666666667;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.2;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma;h1=Normal, Co=Binary;250;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Binary;250;FALSE;0.2;1;1;0.25;0.25;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.2;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;250;FALSE;0.2;2;1;0.25;0.107142857142857;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.2;2;1;0.25;0.0758928571428571;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;250;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.2;1;1;0.5;0.125;0.5
Main = TRUE;Ma;h1=Binary, Co=Normal;250;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.2;2;1;0.5;0.299107142857143;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;300;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.2;1;1;0.5;0.166666666666667;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;300;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.2;2;1;0.5;0.09375;0.5
Main = TRUE;Ma;h1=Normal, Co=Binary;300;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma;h1=Normal, Co=Binary;300;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Normal;300;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.2;1;1;0.25;0.125;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;300;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma;h1=Normal, Co=Normal;300;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma;h1=Normal, Co=Normal;300;FALSE;0.2;2;1;0.25;0.178571428571429;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.25;0.0892857142857143;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.25;0.1875;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.25;0.125;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.25;0.125;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.25;0.232142857142857;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.25;0.125;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.25;0.25;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.25;0.0892857142857143;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0.5;0.25;0.5
Main = TRUE;Ma;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.25;0.0714285714285714;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.5;0.0625;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.75;0.200892857142857;0.75
Main = TRUE;Ma;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0.25;0.166666666666667;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.5;0.178571428571429;0.5
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0.75;0.1875;0.75
Main = TRUE;Ma;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.5;0.254464285714286;0.5
Main = TRUE;Ma;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.75;0.357142857142857;0.75
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.25;0.160714285714286;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;0.25;0.214285714285714;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;1;0.3125;1
Main = TRUE;Ma;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.5;0.166666666666667;0.5
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.25;0.0714285714285714;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.5;0.1875;0.5
Main = TRUE;Ma;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.5;0.166666666666667;0.5
Main = TRUE;Ma;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0.5;0.129464285714286;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.25;0.25;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.75;0.308035714285714;0.75
Main = TRUE;Ma;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0.25;0.125;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.25;0.0714285714285714;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.25;0.125;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.5;0.25;0.5
Main = TRUE;Ma;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0.25;0.00446428571428571;0.25
Main = TRUE;Ma;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.5;0.165178571428571;0.5
Main = TRUE;Ma;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.1;1;1;0.5;0.05;0.5
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.1;1;1;0.25;0.0133333333333333;0.25
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.1;2;1;0.25;0.0571428571428571;0.25
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.1;2;1;0.75;0.0507936507936508;0.75
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.1;1;1;0.25;0.25;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.1;1;1;0.25;0.00333333333333333;0.25
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.1;2;1;0.5;0.121428571428571;0.5
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.1;2;1;0.75;0.185714285714286;0.75
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.1;1;1;0.25;0.0333333333333333;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.1;1;1;0.25;0.07;0.25
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.1;2;1;0.25;0.00714285714285714;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.1;2;1;0.75;0.0452380952380953;0.75
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.1;1;1;0.25;0.0333333333333333;0.25
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.1;1;1;0.25;0.05;0.25
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.1;2;1;0.75;0.192857142857143;0.75
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.1;2;1;0.5;0.143650793650794;0.5
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.1;1;1;0.25;0.075;0.25
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.1;1;1;0.25;0.0433333333333333;0.25
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.1;2;1;0.25;0.1;0.25
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.1;2;1;0.75;0.0722222222222222;0.75
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.1;1;1;0.25;0.075;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.1;1;1;0.75;0.163333333333333;0.75
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.1;2;1;0.5;0.1;0.5
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.1;2;1;1;0.272222222222222;1
Main = FALSE;HCI;h1=Normal, Co=Binary;200;TRUE;0.1;1;1;0.75;0.116666666666667;0.75
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.1;1;1;1;0.19;1
Main = FALSE;HCI;h1=Normal, Co=Binary;200;TRUE;0.1;2;1;0.75;0.135714285714286;0.75
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.1;2;1;0.75;0.0690476190476191;0.75
Main = FALSE;HCI;h1=Binary, Co=Normal;200;TRUE;0.1;1;1;0.5;0.0333333333333333;0.5
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.1;1;1;0.5;0.0666666666666667;0.5
Main = FALSE;HCI;h1=Binary, Co=Normal;200;TRUE;0.1;2;1;0.25;0.0142857142857143;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.1;2;1;0.75;0.0349206349206349;0.75
Main = FALSE;HCI;h1=Normal, Co=Normal;250;TRUE;0.1;1;1;0;0;0
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.1;1;1;0.75;0.103333333333333;0.75
Main = FALSE;HCI;h1=Normal, Co=Normal;250;TRUE;0.1;2;1;0.5;0.146428571428571;0.5
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.1;2;1;0.75;0.164285714285714;0.75
Main = FALSE;HCI;h1=Binary, Co=Normal;250;TRUE;0.1;1;1;0.5;0.075;0.5
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.1;1;1;0.25;0.0933333333333333;0.25
Main = FALSE;HCI;h1=Binary, Co=Normal;250;TRUE;0.1;2;1;0.25;0.0928571428571429;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.1;2;1;0.5;0.0119047619047619;0.5
Main = FALSE;HCI;h1=Binary, Co=Binary;250;TRUE;0.1;1;1;0.5;0.158333333333333;0.5
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.1;1;1;0.25;0.07;0.25
Main = FALSE;HCI;h1=Binary, Co=Binary;250;TRUE;0.1;2;1;0.75;0.125;0.75
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.1;2;1;1;0.376190476190476;1
Main = FALSE;HCI;h1=Normal, Co=Binary;250;TRUE;0.1;1;1;0.75;0.208333333333333;0.75
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.1;1;1;0.75;0.0933333333333333;0.75
Main = FALSE;HCI;h1=Normal, Co=Binary;250;TRUE;0.1;2;1;0.75;0.125;0.75
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.1;2;1;1;0.283333333333333;1
Main = FALSE;HCI;h1=Normal, Co=Normal;300;TRUE;0.1;1;1;0.75;0.383333333333333;0.75
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.1;1;1;0;0;0
Main = FALSE;HCI;h1=Normal, Co=Normal;300;TRUE;0.1;2;1;0.75;0.114285714285714;0.75
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;300;TRUE;0.1;2;1;0.5;0.0515873015873016;0.5
Main = FALSE;HCI;h1=Binary, Co=Binary;300;TRUE;0.1;1;1;0.75;0.216666666666667;0.75
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.1;1;1;1;0.283333333333333;1
Main = FALSE;HCI;h1=Binary, Co=Binary;300;TRUE;0.1;2;1;1;0.271428571428571;1
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;300;TRUE;0.1;2;1;1;0.177777777777778;1
Main = FALSE;HCI;h1=Normal, Co=Binary;300;TRUE;0.1;1;1;0.25;0.0833333333333333;0.25
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.1;1;1;0.25;0.0266666666666667;0.25
Main = FALSE;HCI;h1=Normal, Co=Binary;300;TRUE;0.1;2;1;1;0.264285714285714;1
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;300;TRUE;0.1;2;1;0.75;0.191269841269841;0.75
Main = FALSE;HCI;h1=Binary, Co=Normal;300;TRUE;0.1;1;1;0.5;0.1;0.5
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.1;1;1;0.25;0.0933333333333333;0.25
Main = FALSE;HCI;h1=Binary, Co=Normal;300;TRUE;0.1;2;1;0.25;0.0142857142857143;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;300;TRUE;0.1;2;1;0.25;0.0111111111111111;0.25
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.2;1;1;0;0;0
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.2;1;1;0.5;0.34;0.5
Main = FALSE;HCI;h1=Normal, Co=Normal;150;TRUE;0.2;2;1;0.25;0.0785714285714286;0.25
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;150;TRUE;0.2;2;1;0.25;0.0412698412698413;0.25
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.2;1;1;0.5;0.1;0.5
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.2;1;1;0.75;0.163333333333333;0.75
Main = FALSE;HCI;h1=Binary, Co=Binary;150;TRUE;0.2;2;1;1;0.5;1
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;150;TRUE;0.2;2;1;1;0.251587301587302;1
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.2;1;1;0.5;0.175;0.5
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.2;1;1;1;0.35;1
Main = FALSE;HCI;h1=Normal, Co=Binary;150;TRUE;0.2;2;1;0.25;0.0142857142857143;0.25
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;150;TRUE;0.2;2;1;1;0.607936507936508;1
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.2;1;1;0;0;0
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.2;1;1;0.5;0.196666666666667;0.5
Main = FALSE;HCI;h1=Binary, Co=Normal;150;TRUE;0.2;2;1;0.25;0.075;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;150;TRUE;0.2;2;1;0.75;0.116666666666667;0.75
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.2;1;1;0.5;0.0916666666666667;0.5
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.2;1;1;0.5;0.0266666666666667;0.5
Main = FALSE;HCI;h1=Normal, Co=Normal;200;TRUE;0.2;2;1;0.25;0.0214285714285714;0.25
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;200;TRUE;0.2;2;1;0.5;0.0365079365079365;0.5
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.2;1;1;0.5;0.166666666666667;0.5
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.2;1;1;1;0.296666666666667;1
Main = FALSE;HCI;h1=Binary, Co=Binary;200;TRUE;0.2;2;1;1;0.321428571428571;1
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;200;TRUE;0.2;2;1;1;0.474603174603175;1
Main = FALSE;HCI;h1=Normal, Co=Binary;200;TRUE;0.2;1;1;0.75;0.2;0.75
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.2;1;1;0.75;0.16;0.75
Main = FALSE;HCI;h1=Normal, Co=Binary;200;TRUE;0.2;2;1;1;0.335714285714286;1
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;200;TRUE;0.2;2;1;1;0.373809523809524;1
Main = FALSE;HCI;h1=Binary, Co=Normal;200;TRUE;0.2;1;1;0.25;0.0166666666666667;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.2;1;1;0.5;0.07;0.5
Main = FALSE;HCI;h1=Binary, Co=Normal;200;TRUE;0.2;2;1;0.25;0.00714285714285714;0.25
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;200;TRUE;0.2;2;1;0.25;0.0301587301587302;0.25
Main = FALSE;HCI;h1=Binary, Co=Binary;250;TRUE;0.2;1;1;1;0.383333333333333;1
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.2;1;1;1;0.52;1
Main = FALSE;HCI;h1=Binary, Co=Binary;250;TRUE;0.2;2;1;1;0.307142857142857;1
Main = FALSE;Ma + HCI;h1=Binary, Co=Binary;250;TRUE;0.2;2;1;1;0.484920634920635;1
Main = FALSE;HCI;h1=Normal, Co=Normal;250;TRUE;0.2;1;1;0;0;0
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.2;1;1;0.5;0.143333333333333;0.5
Main = FALSE;HCI;h1=Normal, Co=Normal;250;TRUE;0.2;2;1;0.75;0.0464285714285714;0.75
Main = FALSE;Ma + HCI;h1=Normal, Co=Normal;250;TRUE;0.2;2;1;0;0;0
Main = FALSE;HCI;h1=Normal, Co=Binary;250;TRUE;0.2;1;1;0.5;0.158333333333333;0.5
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.2;1;1;1;0.243333333333333;1
Main = FALSE;HCI;h1=Normal, Co=Binary;250;TRUE;0.2;2;1;1;0.385714285714286;1
Main = FALSE;Ma + HCI;h1=Normal, Co=Binary;250;TRUE;0.2;2;1;1;0.36031746031746;1
Main = FALSE;HCI;h1=Binary, Co=Normal;250;TRUE;0.2;1;1;0.75;0.125;0.75
Main = FALSE;Ma + HCI;h1=Binary, Co=Normal;250;TRUE;0.2;1;1;0.5;0.0466666666666667;0.5
